file name, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, gaze_angle_x, gaze_angle_y,sub,trial,sweep,label,frame
cropped_image_Sub05_Trial01_Sweep09_Label3_05.jpg,0.393,-0.044,-0.008,0.17,0.0,0.18,0.08,0.0,0.0,0.0,0.1,0.87,0.94,0.04,0.3,0.05,0.0,0.29,0.14,0.14,0.023,0.533,5,1,9,3,5
cropped_image_Sub05_Trial01_Sweep09_Label3_09.jpg,0.385,-0.04,-0.01,0.12,0.0,0.45,0.0,0.0,0.0,0.0,0.08,0.88,0.75,0.16,0.28,0.02,0.0,0.17,0.21,0.12,0.05,0.535,5,1,9,3,9
cropped_image_Sub05_Trial01_Sweep09_Label3_13.jpg,0.383,-0.034,-0.01,0.01,0.0,0.22,0.09,0.0,0.0,0.01,0.28,0.87,0.94,0.1,0.28,0.01,0.0,0.3,0.16,0.19,-0.006,0.535,5,1,9,3,13
cropped_image_Sub05_Trial01_Sweep09_Label3_17.jpg,0.418,-0.039,-0.009,0.0,0.0,0.22,0.05,0.0,0.0,0.0,0.17,0.88,0.76,0.15,0.17,0.0,0.0,0.45,0.08,0.27,0.042,0.548,5,1,9,3,17
cropped_image_Sub05_Trial01_Sweep09_Label3_21.jpg,0.41,-0.054,-0.0,0.12,0.0,0.29,0.07,0.0,0.0,0.0,0.12,0.79,0.8,0.16,0.17,0.0,0.0,0.25,0.01,0.26,0.023,0.544,5,1,9,3,21
cropped_image_Sub05_Trial01_Sweep09_Label3_25.jpg,0.416,-0.045,-0.0,0.04,0.0,0.35,0.04,0.0,0.0,0.0,0.1,0.8,0.9,0.06,0.16,0.12,0.0,0.3,0.0,0.22,0.067,0.554,5,1,9,3,25
cropped_image_Sub05_Trial01_Sweep10_Label0_01.jpg,0.412,-0.023,-0.031,0.01,0.0,0.32,0.02,0.0,0.0,0.0,0.08,0.83,0.5,0.06,0.16,0.0,0.0,0.42,0.39,0.24,0.018,0.551,5,1,10,0,1
cropped_image_Sub05_Trial01_Sweep10_Label0_05.jpg,0.417,0.001,-0.05,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.15,0.83,0.63,0.25,0.2,0.0,0.0,0.55,0.41,0.12,-0.013,0.537,5,1,10,0,5
cropped_image_Sub05_Trial01_Sweep10_Label0_09.jpg,0.398,-0.008,-0.049,0.0,0.0,0.45,0.0,0.0,0.0,0.01,0.21,0.81,0.65,0.24,0.25,0.0,0.0,0.58,0.52,0.11,0.023,0.54,5,1,10,0,9
cropped_image_Sub05_Trial01_Sweep10_Label0_13.jpg,0.402,-0.008,-0.05,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.14,0.79,0.82,0.18,0.19,0.0,0.0,0.57,0.43,0.15,0.059,0.543,5,1,10,0,13
cropped_image_Sub05_Trial01_Sweep10_Label0_17.jpg,0.41,-0.005,-0.051,0.03,0.0,0.48,0.0,0.0,0.0,0.0,0.34,0.93,0.81,0.03,0.21,0.0,0.0,0.62,0.26,0.05,0.009,0.55,5,1,10,0,17
cropped_image_Sub05_Trial01_Sweep10_Label0_21.jpg,0.388,-0.012,-0.048,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.19,0.88,0.38,0.16,0.19,0.0,0.0,0.69,0.58,0.17,0.02,0.532,5,1,10,0,21
cropped_image_Sub05_Trial01_Sweep10_Label0_25.jpg,0.377,-0.006,-0.05,0.01,0.0,0.33,0.0,0.0,0.0,0.0,0.27,0.85,0.6,0.17,0.24,0.0,0.0,0.58,0.3,0.16,0.035,0.542,5,1,10,0,25
cropped_image_Sub05_Trial01_Sweep10_Label2_01.jpg,0.396,-0.019,-0.039,0.0,0.0,0.47,0.0,0.0,0.0,0.01,0.27,0.82,0.9,0.05,0.16,0.0,0.0,0.33,0.32,0.03,0.036,0.51,5,1,10,2,1
cropped_image_Sub05_Trial01_Sweep10_Label2_05.jpg,0.382,-0.019,-0.037,0.04,0.0,0.56,0.0,0.0,0.0,0.0,0.14,0.87,0.56,0.13,0.35,0.0,0.0,0.33,0.1,0.06,0.046,0.524,5,1,10,2,5
cropped_image_Sub05_Trial01_Sweep10_Label2_09.jpg,0.373,-0.017,-0.031,0.02,0.0,0.49,0.0,0.0,0.0,0.0,0.22,0.89,0.81,0.21,0.17,0.0,0.0,0.45,0.23,0.14,0.044,0.532,5,1,10,2,9
cropped_image_Sub05_Trial01_Sweep10_Label2_13.jpg,0.395,-0.02,-0.02,0.09,0.0,0.52,0.05,0.0,0.0,0.0,0.23,0.95,0.82,0.07,0.13,0.0,0.0,0.24,0.31,0.14,0.028,0.524,5,1,10,2,13
cropped_image_Sub05_Trial01_Sweep10_Label2_17.jpg,0.386,-0.017,-0.012,0.2,0.0,0.34,0.0,0.0,0.0,0.0,0.16,0.88,0.66,0.18,0.07,0.06,0.0,0.29,0.08,0.06,0.012,0.524,5,1,10,2,17
cropped_image_Sub05_Trial01_Sweep10_Label2_21.jpg,0.418,-0.014,-0.011,0.04,0.0,0.42,0.09,0.0,0.0,0.0,0.07,0.96,0.88,0.13,0.42,0.0,0.0,0.14,0.21,0.13,-0.008,0.534,5,1,10,2,21
cropped_image_Sub05_Trial01_Sweep10_Label2_25.jpg,0.398,-0.019,-0.01,0.07,0.09,0.59,0.08,0.0,0.0,0.02,0.15,0.94,0.87,0.16,0.14,0.04,0.0,0.43,0.21,0.08,-0.018,0.53,5,1,10,2,25
cropped_image_Sub05_Trial01_Sweep11_Label0_01.jpg,0.38,-0.036,-0.018,0.0,0.0,0.35,0.07,0.0,0.0,0.04,0.06,0.85,0.63,0.15,0.27,0.0,0.01,0.12,0.09,0.17,0.05,0.546,5,1,11,0,1
cropped_image_Sub05_Trial01_Sweep11_Label0_05.jpg,0.406,-0.032,-0.016,0.01,0.0,0.4,0.0,0.0,0.0,0.0,0.18,0.84,0.7,0.0,0.33,0.0,0.0,0.15,0.12,0.13,0.042,0.556,5,1,11,0,5
cropped_image_Sub05_Trial01_Sweep11_Label0_10.jpg,0.406,-0.046,-0.012,0.01,0.0,0.45,0.0,0.0,0.0,0.0,0.07,0.81,0.78,0.07,0.32,0.0,0.0,0.34,0.11,0.13,0.074,0.549,5,1,11,0,10
cropped_image_Sub05_Trial01_Sweep11_Label0_14.jpg,0.398,-0.034,-0.016,0.05,0.0,0.46,0.0,0.0,0.0,0.0,0.07,0.77,0.71,0.09,0.38,0.0,0.0,0.58,0.35,0.08,-0.005,0.539,5,1,11,0,14
cropped_image_Sub05_Trial01_Sweep11_Label0_19.jpg,0.383,-0.046,-0.015,0.01,0.07,0.32,0.01,0.0,0.0,0.03,0.04,0.78,0.87,0.14,0.28,0.0,0.0,0.34,0.19,0.23,0.049,0.525,5,1,11,0,19
cropped_image_Sub05_Trial01_Sweep11_Label0_23.jpg,0.399,-0.034,-0.015,0.17,0.0,0.36,0.0,0.0,0.0,0.0,0.08,0.72,0.68,0.18,0.26,0.0,0.0,0.31,0.18,0.23,-0.016,0.523,5,1,11,0,23
cropped_image_Sub05_Trial01_Sweep11_Label0_28.jpg,0.396,-0.035,-0.015,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.06,0.89,0.77,0.1,0.16,0.0,0.0,0.42,0.16,0.07,-0.027,0.55,5,1,11,0,28
cropped_image_Sub05_Trial01_Sweep11_Label4_01.jpg,0.401,-0.044,-0.013,0.03,0.0,0.38,0.13,0.0,0.0,0.0,0.04,0.84,0.77,0.07,0.48,0.0,0.0,0.18,0.28,0.02,0.036,0.544,5,1,11,4,1
cropped_image_Sub05_Trial01_Sweep11_Label4_05.jpg,0.396,-0.04,-0.012,0.06,0.0,0.35,0.1,0.0,0.0,0.01,0.07,0.84,0.88,0.0,0.22,0.0,0.0,0.37,0.25,0.09,-0.001,0.558,5,1,11,4,5
cropped_image_Sub05_Trial01_Sweep11_Label4_10.jpg,0.406,-0.046,-0.006,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.05,0.8,0.84,0.22,0.33,0.0,0.01,0.41,0.13,0.1,0.031,0.552,5,1,11,4,10
cropped_image_Sub05_Trial01_Sweep11_Label4_14.jpg,0.416,-0.036,-0.01,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.02,0.81,0.82,0.08,0.12,0.0,0.0,0.5,0.29,0.0,-0.021,0.534,5,1,11,4,14
cropped_image_Sub05_Trial01_Sweep11_Label4_19.jpg,0.416,-0.032,-0.006,0.09,0.05,0.44,0.0,0.0,0.0,0.0,0.1,0.89,0.83,0.26,0.29,0.0,0.0,0.17,0.22,0.0,-0.011,0.546,5,1,11,4,19
cropped_image_Sub05_Trial01_Sweep11_Label4_23.jpg,0.411,-0.03,-0.009,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.78,0.83,0.05,0.16,0.01,0.0,0.16,0.28,0.06,0.005,0.548,5,1,11,4,23
cropped_image_Sub05_Trial01_Sweep11_Label4_28.jpg,0.395,-0.024,-0.012,0.14,0.07,0.34,0.15,0.0,0.0,0.0,0.08,0.83,0.7,0.08,0.12,0.0,0.0,0.28,0.22,0.34,0.033,0.543,5,1,11,4,28
cropped_image_Sub05_Trial01_Sweep12_Label0_01.jpg,0.419,-0.019,-0.008,0.0,0.0,0.31,0.03,0.0,0.0,0.0,0.03,0.75,0.6,0.0,0.01,0.0,0.0,0.35,0.19,0.38,0.038,0.569,5,1,12,0,1
cropped_image_Sub05_Trial01_Sweep12_Label0_06.jpg,0.455,-0.009,-0.014,0.18,0.0,0.35,0.0,0.0,0.0,0.03,0.0,0.88,0.48,0.07,0.1,0.0,0.01,0.24,0.28,0.25,-0.022,0.565,5,1,12,0,6
cropped_image_Sub05_Trial01_Sweep12_Label0_10.jpg,0.453,-0.01,-0.012,0.44,0.23,0.29,0.24,0.0,0.0,0.0,0.01,0.87,0.58,0.05,0.05,0.0,0.08,0.19,0.24,0.25,-0.01,0.578,5,1,12,0,10
cropped_image_Sub05_Trial01_Sweep12_Label0_15.jpg,0.412,-0.021,-0.009,0.0,0.0,0.5,0.0,0.0,0.0,0.01,0.03,0.74,0.65,0.04,0.2,0.0,0.37,0.36,0.53,0.0,0.036,0.539,5,1,12,0,15
cropped_image_Sub05_Trial01_Sweep12_Label0_20.jpg,0.425,-0.027,-0.005,0.0,0.0,0.5,0.0,0.0,0.05,0.05,0.1,0.67,0.62,0.0,0.39,0.0,0.4,0.0,0.33,0.0,0.108,0.554,5,1,12,0,20
cropped_image_Sub05_Trial01_Sweep12_Label0_25.jpg,0.357,-0.029,-0.014,0.0,0.0,0.44,0.0,0.0,0.07,0.08,0.19,0.52,0.51,0.0,0.48,0.0,0.63,0.24,0.57,0.0,0.129,0.535,5,1,12,0,25
cropped_image_Sub05_Trial01_Sweep12_Label0_29.jpg,0.414,-0.02,-0.008,0.0,0.05,0.45,0.0,0.0,0.06,0.12,0.07,0.62,0.57,0.0,0.3,0.0,0.4,0.05,0.48,0.0,0.115,0.555,5,1,12,0,29
cropped_image_Sub05_Trial01_Sweep12_Label1_01.jpg,0.41,-0.021,-0.022,0.02,0.11,0.47,0.0,0.0,0.06,0.11,0.12,0.66,0.48,0.01,0.27,0.01,0.25,0.14,0.41,0.05,0.023,0.545,5,1,12,1,1
cropped_image_Sub05_Trial01_Sweep12_Label1_06.jpg,0.453,-0.016,-0.021,0.01,0.0,0.5,0.0,0.0,0.0,0.01,0.17,0.79,0.77,0.13,0.13,0.0,0.0,0.3,0.53,0.06,0.001,0.571,5,1,12,1,6
cropped_image_Sub05_Trial01_Sweep12_Label1_10.jpg,0.458,-0.028,-0.018,0.0,0.01,0.42,0.04,0.0,0.0,0.0,0.1,0.77,0.6,0.04,0.18,0.0,0.05,0.27,0.32,0.13,0.013,0.577,5,1,12,1,10
cropped_image_Sub05_Trial01_Sweep12_Label1_15.jpg,0.444,-0.037,-0.011,0.01,0.0,0.3,0.0,0.0,0.0,0.01,0.11,0.85,0.63,0.01,0.01,0.0,0.0,0.3,0.41,0.27,0.061,0.564,5,1,12,1,15
cropped_image_Sub05_Trial01_Sweep12_Label1_20.jpg,0.451,-0.03,-0.011,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.21,0.72,0.86,0.22,0.22,0.0,0.06,0.24,0.32,0.13,0.044,0.581,5,1,12,1,20
cropped_image_Sub05_Trial01_Sweep12_Label1_25.jpg,0.463,-0.046,-0.004,0.08,0.02,0.52,0.01,0.0,0.0,0.01,0.11,0.77,0.55,0.0,0.0,0.0,0.07,0.42,0.31,0.08,0.023,0.581,5,1,12,1,25
cropped_image_Sub05_Trial01_Sweep12_Label1_29.jpg,0.473,-0.032,-0.007,0.04,0.03,0.25,0.0,0.0,0.0,0.04,0.09,0.86,0.77,0.18,0.16,0.0,0.0,0.27,0.36,0.15,0.04,0.574,5,1,12,1,29
cropped_image_Sub05_Trial01_Sweep13_Label0_01.jpg,0.461,-0.018,-0.021,0.0,0.0,0.31,0.02,0.0,0.0,0.0,0.15,0.89,0.8,0.12,0.16,0.0,0.02,0.05,0.19,0.02,0.014,0.574,5,1,13,0,1
cropped_image_Sub05_Trial01_Sweep13_Label0_05.jpg,0.429,0.002,-0.036,0.02,0.0,0.35,0.13,0.0,0.0,0.0,0.1,0.84,0.76,0.19,0.2,0.0,0.0,0.39,0.2,0.24,0.023,0.54,5,1,13,0,5
cropped_image_Sub05_Trial01_Sweep13_Label0_10.jpg,0.419,0.01,-0.037,0.0,0.0,0.45,0.04,0.0,0.0,0.0,0.22,0.89,0.58,0.05,0.08,0.0,0.03,0.48,0.4,0.13,-0.016,0.561,5,1,13,0,10
cropped_image_Sub05_Trial01_Sweep13_Label0_14.jpg,0.437,-0.004,-0.037,0.0,0.0,0.32,0.1,0.0,0.0,0.0,0.17,0.82,0.84,0.23,0.05,0.0,0.0,0.58,0.47,0.22,0.007,0.559,5,1,13,0,14
cropped_image_Sub05_Trial01_Sweep13_Label0_19.jpg,0.437,-0.02,-0.031,0.08,0.0,0.47,0.0,0.0,0.0,0.04,0.14,0.89,0.83,0.14,0.11,0.0,0.0,0.41,0.43,0.11,0.004,0.562,5,1,13,0,19
cropped_image_Sub05_Trial01_Sweep13_Label0_23.jpg,0.434,-0.02,-0.028,0.04,0.0,0.33,0.0,0.0,0.0,0.0,0.16,0.96,1.11,0.1,0.11,0.0,0.0,0.55,0.21,0.0,0.005,0.576,5,1,13,0,23
cropped_image_Sub05_Trial01_Sweep13_Label0_28.jpg,0.419,-0.024,-0.026,0.08,0.0,0.31,0.01,0.0,0.0,0.0,0.16,0.99,0.59,0.22,0.06,0.0,0.0,0.32,0.29,0.33,0.031,0.579,5,1,13,0,28
cropped_image_Sub05_Trial01_Sweep13_Label4_01.jpg,0.44,-0.017,-0.025,0.12,0.0,0.39,0.04,0.0,0.0,0.06,0.08,0.85,0.65,0.21,0.22,0.0,0.0,0.32,0.34,0.22,0.057,0.556,5,1,13,4,1
cropped_image_Sub05_Trial01_Sweep13_Label4_05.jpg,0.404,-0.023,-0.027,0.01,0.0,0.46,0.02,0.0,0.0,0.05,0.07,0.78,0.81,0.06,0.19,0.04,0.0,0.33,0.39,0.02,0.035,0.562,5,1,13,4,5
cropped_image_Sub05_Trial01_Sweep13_Label4_10.jpg,0.414,-0.027,-0.023,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.22,0.97,0.84,0.06,0.15,0.0,0.0,0.21,0.46,0.02,0.004,0.583,5,1,13,4,10
cropped_image_Sub05_Trial01_Sweep13_Label4_14.jpg,0.428,-0.025,-0.017,0.0,0.0,0.34,0.02,0.0,0.0,0.02,0.09,0.89,0.69,0.0,0.12,0.01,0.06,0.38,0.24,0.08,0.039,0.564,5,1,13,4,14
cropped_image_Sub05_Trial01_Sweep13_Label4_19.jpg,0.426,-0.016,-0.025,0.02,0.0,0.52,0.0,0.0,0.0,0.1,0.32,0.89,0.66,0.15,0.16,0.0,0.0,0.3,0.61,0.04,0.024,0.574,5,1,13,4,19
cropped_image_Sub05_Trial01_Sweep13_Label4_23.jpg,0.448,-0.017,-0.027,0.0,0.0,0.3,0.15,0.0,0.0,0.01,0.21,0.86,0.96,0.16,0.09,0.0,0.0,0.36,0.37,0.22,0.037,0.555,5,1,13,4,23
cropped_image_Sub05_Trial01_Sweep13_Label4_28.jpg,0.419,-0.025,-0.022,0.03,0.0,0.53,0.0,0.0,0.0,0.02,0.27,0.86,0.94,0.04,0.15,0.0,0.0,0.23,0.38,0.03,-0.031,0.571,5,1,13,4,28
cropped_image_Sub05_Trial01_Sweep14_Label0_01.jpg,0.453,0.003,-0.057,0.0,0.0,0.5,0.03,0.0,0.0,0.0,0.15,0.85,0.62,0.16,0.31,0.0,0.06,0.26,0.36,0.08,0.019,0.58,5,1,14,0,1
cropped_image_Sub05_Trial01_Sweep14_Label0_05.jpg,0.413,0.004,-0.074,0.0,0.0,0.55,0.0,0.0,0.0,0.06,0.32,0.81,0.6,0.05,0.09,0.0,0.05,0.44,0.36,0.0,0.029,0.564,5,1,14,0,5
cropped_image_Sub05_Trial01_Sweep14_Label0_10.jpg,0.399,0.007,-0.086,0.04,0.0,0.56,0.0,0.0,0.0,0.01,0.28,0.81,0.8,0.22,0.29,0.0,0.05,0.86,0.96,0.13,0.039,0.556,5,1,14,0,10
cropped_image_Sub05_Trial01_Sweep14_Label0_14.jpg,0.427,0.017,-0.088,0.0,0.0,0.33,0.0,0.0,0.0,0.01,0.33,0.8,0.62,0.17,0.19,0.0,0.07,0.65,0.48,0.16,-0.024,0.574,5,1,14,0,14
cropped_image_Sub05_Trial01_Sweep14_Label0_19.jpg,0.408,0.023,-0.088,0.01,0.0,0.62,0.0,0.0,0.0,0.02,0.34,0.84,0.66,0.17,0.28,0.0,0.11,0.6,0.44,0.24,0.06,0.54,5,1,14,0,19
cropped_image_Sub05_Trial01_Sweep14_Label0_23.jpg,0.394,0.015,-0.086,0.0,0.0,0.54,0.0,0.0,0.0,0.02,0.26,0.75,0.64,0.03,0.11,0.0,0.02,1.03,0.49,0.08,0.035,0.531,5,1,14,0,23
cropped_image_Sub05_Trial01_Sweep14_Label0_28.jpg,0.406,0.009,-0.082,0.0,0.0,0.47,0.0,0.0,0.0,0.01,0.19,0.74,0.61,0.15,0.33,0.0,0.02,0.58,0.31,0.15,0.106,0.543,5,1,14,0,28
cropped_image_Sub05_Trial01_Sweep14_Label3_01.jpg,0.419,0.003,-0.073,0.0,0.0,0.44,0.24,0.0,0.0,0.01,0.17,0.86,0.51,0.16,0.16,0.0,0.05,0.65,0.49,0.43,-0.006,0.558,5,1,14,3,1
cropped_image_Sub05_Trial01_Sweep14_Label3_05.jpg,0.426,0.019,-0.078,0.0,0.0,0.5,0.0,0.0,0.0,0.01,0.15,0.78,0.25,0.07,0.1,0.01,0.03,0.77,0.6,0.17,0.032,0.559,5,1,14,3,5
cropped_image_Sub05_Trial01_Sweep14_Label3_10.jpg,0.433,0.013,-0.079,0.01,0.0,0.4,0.04,0.0,0.0,0.01,0.24,0.77,0.71,0.08,0.01,0.0,0.02,0.78,0.4,0.0,0.044,0.576,5,1,14,3,10
cropped_image_Sub05_Trial01_Sweep14_Label3_14.jpg,0.418,0.019,-0.077,0.0,0.0,0.37,0.0,0.0,0.0,0.02,0.15,0.81,0.58,0.13,0.16,0.0,0.05,0.63,0.39,0.22,-0.017,0.543,5,1,14,3,14
cropped_image_Sub05_Trial01_Sweep14_Label3_19.jpg,0.409,0.004,-0.069,0.01,0.0,0.36,0.05,0.0,0.0,0.0,0.24,0.75,0.65,0.07,0.09,0.0,0.0,0.62,0.51,0.07,-0.0,0.563,5,1,14,3,19
cropped_image_Sub05_Trial01_Sweep14_Label3_23.jpg,0.424,0.006,-0.065,0.01,0.0,0.41,0.05,0.0,0.0,0.01,0.37,0.92,0.46,0.07,0.18,0.0,0.0,0.71,0.58,0.14,0.051,0.563,5,1,14,3,23
cropped_image_Sub05_Trial01_Sweep14_Label3_28.jpg,0.436,0.016,-0.07,0.0,0.0,0.37,0.04,0.0,0.0,0.04,0.1,0.83,0.46,0.0,0.09,0.0,0.05,0.67,0.51,0.03,0.016,0.555,5,1,14,3,28
cropped_image_Sub05_Trial01_Sweep15_Label0_01.jpg,0.424,0.002,-0.066,0.0,0.0,0.39,0.0,0.0,0.1,0.02,0.17,0.85,0.82,0.11,0.18,0.05,0.14,0.45,0.62,0.17,0.035,0.565,5,1,15,0,1
cropped_image_Sub05_Trial01_Sweep15_Label0_05.jpg,0.391,0.008,-0.075,0.0,0.0,0.43,0.0,0.0,0.08,0.11,0.46,0.75,0.65,0.2,0.36,0.0,0.17,0.47,0.44,0.0,0.051,0.543,5,1,15,0,5
cropped_image_Sub05_Trial01_Sweep15_Label0_08.jpg,0.399,0.021,-0.081,0.0,0.0,0.49,0.0,0.0,0.0,0.01,0.46,0.81,0.76,0.04,0.17,0.0,0.17,0.49,0.43,0.0,0.012,0.539,5,1,15,0,8
cropped_image_Sub05_Trial01_Sweep15_Label0_12.jpg,0.424,0.009,-0.08,0.16,0.0,0.53,0.02,0.0,0.0,0.03,0.38,0.87,0.74,0.1,0.05,0.0,0.0,0.47,0.4,0.28,0.016,0.553,5,1,15,0,12
cropped_image_Sub05_Trial01_Sweep15_Label0_16.jpg,0.41,0.008,-0.074,0.0,0.0,0.45,0.0,0.0,0.0,0.03,0.22,0.78,0.72,0.28,0.44,0.0,0.23,0.42,0.48,0.0,0.03,0.543,5,1,15,0,16
cropped_image_Sub05_Trial01_Sweep15_Label0_20.jpg,0.415,0.011,-0.074,0.0,0.0,0.54,0.0,0.0,0.0,0.08,0.25,0.72,0.52,0.05,0.38,0.0,0.37,0.41,0.5,0.0,0.002,0.547,5,1,15,0,20
cropped_image_Sub05_Trial01_Sweep15_Label0_23.jpg,0.409,0.011,-0.074,0.0,0.0,0.62,0.0,0.0,0.0,0.14,0.27,0.59,0.57,0.0,0.35,0.0,0.35,0.43,0.81,0.0,0.036,0.56,5,1,15,0,23
cropped_image_Sub05_Trial01_Sweep15_Label2_01.jpg,0.382,0.006,-0.043,0.05,0.0,0.49,0.0,0.0,0.0,0.0,0.51,0.88,0.61,0.16,0.36,0.0,0.17,0.55,0.2,0.08,0.051,0.532,5,1,15,2,1
cropped_image_Sub05_Trial01_Sweep15_Label2_05.jpg,0.35,-0.009,-0.027,0.02,0.0,0.38,0.0,0.0,0.0,0.0,0.68,1.24,1.48,0.04,0.41,0.08,0.0,0.8,0.28,0.05,0.062,0.506,5,1,15,2,5
cropped_image_Sub05_Trial01_Sweep15_Label2_08.jpg,0.361,-0.007,-0.028,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.45,1.24,1.29,0.17,0.52,0.16,0.0,0.69,0.28,0.1,0.007,0.499,5,1,15,2,8
cropped_image_Sub05_Trial01_Sweep15_Label2_12.jpg,0.354,-0.002,-0.027,0.0,0.0,0.55,0.06,0.0,0.0,0.0,0.2,0.92,0.76,0.14,0.14,0.0,0.0,0.46,0.17,0.32,0.023,0.514,5,1,15,2,12
cropped_image_Sub05_Trial01_Sweep15_Label2_16.jpg,0.348,-0.006,-0.027,0.0,0.0,0.43,0.02,0.0,0.0,0.03,0.28,0.95,0.9,0.3,0.19,0.04,0.0,0.57,0.02,0.0,0.033,0.488,5,1,15,2,16
cropped_image_Sub05_Trial01_Sweep15_Label2_20.jpg,0.347,0.004,-0.021,0.01,0.0,0.48,0.0,0.0,0.0,0.0,0.11,0.99,0.68,0.16,0.34,0.02,0.0,0.42,0.03,0.17,0.005,0.502,5,1,15,2,20
cropped_image_Sub05_Trial01_Sweep15_Label2_23.jpg,0.356,0.002,-0.014,0.12,0.0,0.52,0.01,0.0,0.0,0.0,0.34,1.0,0.52,0.35,0.41,0.0,0.0,0.59,0.09,0.0,0.004,0.496,5,1,15,2,23
cropped_image_Sub05_Trial01_Sweep16_Label0_01.jpg,0.408,-0.035,-0.033,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.06,0.89,0.72,0.03,0.16,0.0,0.05,0.21,0.22,0.08,0.024,0.54,5,1,16,0,1
cropped_image_Sub05_Trial01_Sweep16_Label0_05.jpg,0.396,-0.023,-0.048,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.8,0.96,0.08,0.22,0.0,0.0,0.04,0.25,0.06,0.005,0.538,5,1,16,0,5
cropped_image_Sub05_Trial01_Sweep16_Label0_08.jpg,0.399,-0.039,-0.042,0.0,0.0,0.16,0.0,0.0,0.0,0.03,0.01,0.72,1.06,0.01,0.16,0.0,0.0,0.06,0.28,0.0,0.026,0.543,5,1,16,0,8
cropped_image_Sub05_Trial01_Sweep16_Label0_12.jpg,0.418,-0.039,-0.04,0.0,0.0,0.08,0.01,0.0,0.0,0.0,0.03,0.87,1.15,0.16,0.33,0.0,0.04,0.21,0.44,0.0,0.008,0.559,5,1,16,0,12
cropped_image_Sub05_Trial01_Sweep16_Label0_15.jpg,0.388,-0.054,-0.039,0.07,0.0,0.27,0.0,0.0,0.0,0.0,0.12,0.72,1.02,0.06,0.15,0.0,0.0,0.38,0.58,0.19,0.076,0.54,5,1,16,0,15
cropped_image_Sub05_Trial01_Sweep16_Label0_19.jpg,0.405,-0.04,-0.042,0.02,0.0,0.36,0.12,0.0,0.0,0.0,0.0,0.77,1.1,0.05,0.2,0.09,0.01,0.22,0.36,0.26,-0.03,0.57,5,1,16,0,19
cropped_image_Sub05_Trial01_Sweep16_Label0_22.jpg,0.406,-0.03,-0.048,0.0,0.0,0.3,0.0,0.0,0.0,0.02,0.16,0.64,1.13,0.14,0.14,0.07,0.0,0.31,0.25,0.12,-0.031,0.552,5,1,16,0,22
cropped_image_Sub05_Trial01_Sweep16_Label4_01.jpg,0.397,-0.04,-0.04,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.76,0.89,0.1,0.28,0.0,0.05,0.27,0.38,0.14,0.015,0.548,5,1,16,4,1
cropped_image_Sub05_Trial01_Sweep16_Label4_05.jpg,0.401,-0.035,-0.04,0.0,0.01,0.28,0.0,0.0,0.0,0.03,0.0,0.8,0.92,0.04,0.34,0.0,0.0,0.05,0.29,0.07,0.009,0.554,5,1,16,4,5
cropped_image_Sub05_Trial01_Sweep16_Label4_08.jpg,0.39,-0.038,-0.044,0.0,0.05,0.14,0.12,0.0,0.0,0.0,0.0,0.67,1.09,0.1,0.18,0.03,0.0,0.18,0.19,0.22,0.005,0.543,5,1,16,4,8
cropped_image_Sub05_Trial01_Sweep16_Label4_12.jpg,0.41,-0.045,-0.031,0.1,0.03,0.11,0.0,0.0,0.0,0.05,0.0,0.75,1.05,0.11,0.14,0.12,0.0,0.1,0.3,0.07,0.0,0.559,5,1,16,4,12
cropped_image_Sub05_Trial01_Sweep16_Label4_15.jpg,0.412,-0.033,-0.036,0.0,0.0,0.2,0.14,0.0,0.0,0.01,0.0,0.71,0.92,0.02,0.19,0.02,0.0,0.05,0.08,0.06,-0.016,0.548,5,1,16,4,15
cropped_image_Sub05_Trial01_Sweep16_Label4_19.jpg,0.37,-0.049,-0.037,0.11,0.0,0.23,0.03,0.0,0.0,0.0,0.05,0.77,0.98,0.09,0.17,0.05,0.06,0.15,0.2,0.12,0.048,0.532,5,1,16,4,19
cropped_image_Sub05_Trial01_Sweep16_Label4_22.jpg,0.389,-0.035,-0.036,0.0,0.0,0.16,0.11,0.0,0.0,0.0,0.03,0.72,0.93,0.17,0.01,0.06,0.0,0.31,0.3,0.06,0.018,0.559,5,1,16,4,22
